id,title,description,severity,package,cvss_score,fix_version,target,reference,published_date,detected_by,tool,tool_count,confidence_score,affected_assets,in_kev,kev_ransomware,kev_due_date,epss_score,epss_percentile,has_exploit,asset_criticality,asset_env,asset_owner,internet_facing,asset_tags,pci_scope,gdpr_scope,requires_auth,network_exposed,in_blast_radius,source_asset,affected_asset_count,crown_jewel_reachable,nearest_critical_asset_hops,shortest_attack_path,blast_radius_score
CVE-2024-38819,Path Traversal,"## Overview
[org.springframework:spring-webmvc](https://mvnrepository.com/artifact/org.springframework/spring-webmvc) is a package that provides Model-View-Controller (MVC) architecture and ready components that can be used to develop flexible and loosely coupled web applications.

Affected versions of this package are vulnerable to Path Traversal through the functional web frameworks `WebMvc.fn` or `WebFlux.fn`. An attacker can craft malicious HTTP requests and obtain any file on the file system that is also accessible.

**Note:**
This is similar to [CVE-2024-38816](https://security.snyk.io/vuln/SNYK-JAVA-ORGSPRINGFRAMEWORK-7945490), but with different input.
## Remediation
Upgrade `org.springframework:spring-webmvc` to version 6.1.14 or higher.
## References
- [GitHub Commit](https://github.com/spring-projects/spring-framework/commit/fb7890d73975a3d9e0763e0926df2bd0a608e87e)
- [Spring Security Advisory](https://spring.io/security/cve-2024-38819)
- [PoC in GitHub](https://github.com/masa42/CVE-2024-38819-POC)
- [Nuclei Templates](https://github.com/projectdiscovery/nuclei-templates/blob/main/http/cves/2024/CVE-2024-38819.yaml)
",HIGH,org.springframework:spring-webmvc,8.7,6.1.14,tn.esprit.spring.services:timesheet-devops@1.0,,,"['Snyk', 'Trivy']",Snyk,2,1.0,"['tn.esprit.spring.services:timesheet-devops@1.0', 'Java', 'pom.xml']",0,Unknown,,0.54862,0.98951,0,7,prod,platform,0,['internal-service'],0,0,1,0,0,timesheet-devops-app,1,0,99,[],49.3
CVE-2024-38816,Path Traversal,"## Overview
[org.springframework:spring-webmvc](https://mvnrepository.com/artifact/org.springframework/spring-webmvc) is a package that provides Model-View-Controller (MVC) architecture and ready components that can be used to develop flexible and loosely coupled web applications.

Affected versions of this package are vulnerable to Path Traversal via the `WebMvc.fn` and `WebFlux.fn` frameworks. An attacker can access any file on the file system that is also accessible to the process in which the Spring application is running by crafting malicious HTTP requests.

**Note:**

This is only exploitable if the web application uses `RouterFunctions` to serve static resources and resource handling is explicitly configured with a `FileSystemResource` location.

## Workaround

This vulnerability can be mitigated by using the Spring Security HTTP Firewall or running the application on Tomcat or Jetty.
## Remediation
Upgrade `org.springframework:spring-webmvc` to version 6.1.13 or higher.
## References
- [GitHub Commit](https://github.com/spring-projects/spring-framework/commit/d86bf8b2056429edf5494456cffcb2b243331c49)
- [Spring Security Advisory](https://spring.io/security/cve-2024-38816)
- [Nuclei Templates](https://github.com/projectdiscovery/nuclei-templates/blob/main/http/cves/2024/CVE-2024-38816.yaml)
- [PoC in GitHub](https://github.com/WULINPIN/CVE-2024-38816-PoC)
",HIGH,org.springframework:spring-webmvc,8.7,6.1.13,tn.esprit.spring.services:timesheet-devops@1.0,,,"['Snyk', 'Trivy']",Snyk,2,1.0,"['tn.esprit.spring.services:timesheet-devops@1.0', 'Java', 'pom.xml']",0,Unknown,,0.14718,0.96429,0,7,prod,platform,0,['internal-service'],0,0,1,0,0,timesheet-devops-app,1,0,99,[],41.3
CVE-2025-22235,org.springframework.boot/spring-boot: Spring Boot EndpointRequest.to() creates wrong matcher if actuator endpoint is not exposed,"EndpointRequest.to() creates a matcher for null/** if the actuator endpoint, for which the EndpointRequest has been created, is disabled or not exposed.

Your application may be affected by this if all the following conditions are met:

  *  You use Spring Security
  *  EndpointRequest.to() has been used in a Spring Security chain configuration
  *  The endpoint which EndpointRequest references is disabled or not exposed via web
  *  Your application handles requests to /null and this path needs protection


You are not affected if any of the following is true:

  *  You don't use Spring Security
  *  You don't use EndpointRequest.to()
  *  The endpoint which EndpointRequest.to() refers to is enabled and is exposed
  *  Your application does not handle requests to /null or this path does not need protection",HIGH,org.springframework.boot:spring-boot,7.3,"3.3.11, 3.4.5",Java,"https://access.redhat.com/security/cve/CVE-2025-22235, https://github.com/advisories/GHSA-rc42-6c7j-7h5r",2025-04-28T08:15:15.273Z,['Trivy'],Trivy,1,0.8,"['Java', 'pom.xml']",0,Unknown,,0.00415,0.34627,0,7,prod,platform,0,['internal-service'],0,0,1,0,0,timesheet-devops-app,1,0,99,[],38.4
CVE-2025-52434,Race Condition,"## Overview
[org.apache.tomcat.embed:tomcat-embed-core](https://mvnrepository.com/artifact/org.apache.tomcat.embed/tomcat-embed-core) is a Core Tomcat implementation.

Affected versions of this package are vulnerable to Race Condition on connection close when using the APR/Native connector. An attacker could trigger a JVM crash by rapidly opening and closing HTTP/2 connections. The likelihood of hitting the race condition increases if the connections are closed from the client side.
## Remediation
Upgrade `org.apache.tomcat.embed:tomcat-embed-core` to version 9.0.107 or higher.
## References
- [Apache Advisory](https://lists.apache.org/thread/gxgh65004f25y8519coth6w7vchww030)
- [Apache Tomcat Advisory](https://tomcat.apache.org/security-9.html)
- [GitHub Commit](https://github.com/apache/tomcat/commit/8a83c3c42d20762782678932c14005cd3397a018)
",HIGH,org.apache.tomcat.embed:tomcat-embed-core,8.9,9.0.107,tn.esprit.spring.services:timesheet-devops@1.0,,,['Snyk'],Snyk,1,0.8,['tn.esprit.spring.services:timesheet-devops@1.0'],0,Unknown,,0.01909,0.78353,0,7,prod,platform,0,['internal-service'],0,0,1,0,0,timesheet-devops-app,1,0,99,[],38.7
CVE-2025-49124,Untrusted Search Path,"## Overview
[org.apache.tomcat.embed:tomcat-embed-core](https://mvnrepository.com/artifact/org.apache.tomcat.embed/tomcat-embed-core) is a Core Tomcat implementation.

Affected versions of this package are vulnerable to Untrusted Search Path via the `icacls.exe` call during Windows installation, when a full path is not specified. An attacker can execute arbitrary code with elevated privileges by placing a malicious executable in a directory that is searched before the intended system directory.
## Remediation
Upgrade `org.apache.tomcat.embed:tomcat-embed-core` to version 9.0.106, 10.1.42, 11.0.8 or higher.
## References
- [Apache Advisory](https://lists.apache.org/thread/lnow7tt2j6hb9kcpkggx32ht6o90vqzv)
- [Apache Tomcat Advisory](https://tomcat.apache.org/security-10.html#Fixed_in_Apache_Tomcat_10.1.42)
- [Apache Tomcat Advisory](https://tomcat.apache.org/security-11.html#Fixed_in_Apache_Tomcat_11.0.8)
- [Apache Tomcat Advisory](https://tomcat.apache.org/security-9.html#Fixed_in_Apache_Tomcat_9.0.106)
- [GitHub Commit](https://github.com/apache/tomcat/commit/c56456cda8151c9504dfb7985700824559d769a7)
- [GitHub Commit](https://github.com/apache/tomcat/commit/e0e07812224d327a321babb554f5a5758d30cc49)
- [OSS Security Advisory](http://www.openwall.com/lists/oss-security/2025/06/16/3)
",HIGH,org.apache.tomcat.embed:tomcat-embed-core,7.5,9.0.106,tn.esprit.spring.services:timesheet-devops@1.0,,,['Snyk'],Snyk,1,0.8,['tn.esprit.spring.services:timesheet-devops@1.0'],0,Unknown,,0.00345,0.27347,0,7,prod,platform,0,['internal-service'],0,0,1,0,0,timesheet-devops-app,1,0,99,[],38.4
CVE-2025-52520,Integer Overflow or Wraparound,"## Overview
[org.apache.tomcat.embed:tomcat-embed-core](https://mvnrepository.com/artifact/org.apache.tomcat.embed/tomcat-embed-core) is a Core Tomcat implementation.

Affected versions of this package are vulnerable to Integer Overflow or Wraparound via file uploads through servlet containers. An attacker can craft malicious multipart/form-data requests with specially crafted Content-Length headers that trigger integer overflow vulnerabilities, potentially bypassing file size restrictions and causing memory exhaustion.
## Remediation
Upgrade `org.apache.tomcat.embed:tomcat-embed-core` to version 9.0.107, 10.1.43, 11.0.9 or higher.
## References
- [Apache Advisory](https://lists.apache.org/thread/trqq01bbxw6c92zx69kx2mw2qgmfy0o5)
- [Apache Tomcat Advisory](https://tomcat.apache.org/security-9.html)
- [GitHub Commit](https://github.com/apache/tomcat/commit/927d66fbc294cb65242102b817a45fd80834e040)
",HIGH,org.apache.tomcat.embed:tomcat-embed-core,8.7,9.0.107,tn.esprit.spring.services:timesheet-devops@1.0,,,"['Snyk', 'Trivy']",Snyk,2,1.0,"['tn.esprit.spring.services:timesheet-devops@1.0', 'Java', 'pom.xml']",0,Unknown,,0.02056,0.79972,0,7,prod,platform,0,['internal-service'],0,0,1,0,0,timesheet-devops-app,1,0,99,[],38.8
CVE-2025-52999,Stack-based Buffer Overflow,"## Overview
[com.fasterxml.jackson.core:jackson-core](https://github.com/FasterXML/jackson-core) is a Core Jackson abstractions, basic JSON streaming API implementation

Affected versions of this package are vulnerable to Stack-based Buffer Overflow due to the `parse` process, which accepts an unlimited input file with deeply nested data. An attacker can cause a stack overflow and crash the application by providing input files with excessively deep nesting.
## Remediation
Upgrade `com.fasterxml.jackson.core:jackson-core` to version 2.15.0-rc1 or higher.
## References
- [GitHub Commit](https://github.com/FasterXML/jackson-core/commit/54f78a9cff5e3bace1cf8042ac1b4c3785dc9f5e)
- [GitHub PR](https://github.com/FasterXML/jackson-core/pull/943)
",HIGH,com.fasterxml.jackson.core:jackson-core,8.7,2.15.0-rc1,tn.esprit.spring.services:timesheet-devops@1.0,,,"['Snyk', 'Trivy']",Snyk,2,1.0,"['tn.esprit.spring.services:timesheet-devops@1.0', 'Java', 'pom.xml']",0,Unknown,,0.00665,0.49362,0,7,prod,platform,0,['internal-service'],0,0,1,0,0,timesheet-devops-app,1,0,99,[],38.5
CVE-2025-55752,Relative Path Traversal,"## Overview
[org.apache.tomcat.embed:tomcat-embed-core](https://mvnrepository.com/artifact/org.apache.tomcat.embed/tomcat-embed-core) is a Core Tomcat implementation.

Affected versions of this package are vulnerable to Relative Path Traversal via the URL normalization. An attacker can bypass security constraints and access restricted directories such as `/WEB-INF/` and `/META-INF/` by manipulating the request URI. If PUT requests are also enabled then malicious files could be uploaded leading to remote code execution.

**Note:**

1) Older, EOL versions may also be affected.
2) PUT requests are normally limited to trusted users and it is considered unlikely that PUT requests would be enabled in conjunction with a rewrite that manipulated the URI.
## Remediation
Upgrade `org.apache.tomcat.embed:tomcat-embed-core` to version 9.0.109, 10.1.45, 11.0.11 or higher.
## References
- [Apache Mailing List](https://lists.apache.org/thread/n05kjcwyj1s45ovs8ll1qrrojhfb1tog)
- [Apache Tomcat Advisory](https://tomcat.apache.org/security-10.html#Fixed_in_Apache_Tomcat_10.1.45)
- [Apache Tomcat Advisory](https://tomcat.apache.org/security-11.html#Fixed_in_Apache_Tomcat_11.0.11)
- [Apache Tomcat Advisory](https://tomcat.apache.org/security-9.html#Fixed_in_Apache_Tomcat_9.0.109)
- [GitHub Commit](https://github.com/apache/tomcat/commit/130d36d8492ef9e4eb22952c17c92423cb35fd06)
- [GitHub Commit](https://github.com/apache/tomcat/commit/b5042622b8b78340ae65403c55dcb9c7416924df)
- [GitHub Commit](https://github.com/apache/tomcat/commit/fec06c610ed7466b401e29cc567a58aee5ed826a)
- [PoC in GitHub](https://github.com/masahiro331/CVE-2025-55752)
",HIGH,org.apache.tomcat.embed:tomcat-embed-core,7.7,9.0.109,tn.esprit.spring.services:timesheet-devops@1.0,,,"['Snyk', 'Trivy']",Snyk,2,1.0,"['tn.esprit.spring.services:timesheet-devops@1.0', 'Java', 'pom.xml']",0,Unknown,,0.66535,0.99228,0,7,prod,platform,0,['internal-service'],0,0,1,0,1,timesheet-devops-app,1,0,99,[],51.7
CVE-2025-53506,Allocation of Resources Without Limits or Throttling,"## Overview
[org.apache.tomcat.embed:tomcat-embed-core](https://mvnrepository.com/artifact/org.apache.tomcat.embed/tomcat-embed-core) is a Core Tomcat implementation.

Affected versions of this package are vulnerable to Allocation of Resources Without Limits or Throttling via HTTP/2 multiplexing feature. an attacker can trigger resource exhaustion by creating excessive HTTP/2 streams within a single TCP connection.
## Remediation
Upgrade `org.apache.tomcat.embed:tomcat-embed-core` to version 9.0.107, 10.1.43, 11.0.9 or higher.
## References
- [Apache Tomcat Advisory](https://lists.apache.org/thread/p09775q0rd185m6zz98krg0fp45j8kr0)
- [Apache Tomcat Advisory](https://tomcat.apache.org/security-10.html)
- [Apache Tomcat Advisory](https://tomcat.apache.org/security-11.html)
- [Apache Tomcat Advisory](https://tomcat.apache.org/security-9.html)
- [GitHub Commit](https://github.com/apache/tomcat/commit/434772930f362145516dd60681134e7f0cf8115b)
",HIGH,org.apache.tomcat.embed:tomcat-embed-core,8.7,9.0.107,tn.esprit.spring.services:timesheet-devops@1.0,,,"['Snyk', 'Trivy']",Snyk,2,1.0,"['tn.esprit.spring.services:timesheet-devops@1.0', 'Java', 'pom.xml']",0,Unknown,,0.01991,0.79277,0,7,prod,platform,0,['internal-service'],0,0,1,0,0,timesheet-devops-app,1,0,99,[],38.7
CVE-2026-0603,org.hibernate/hibernate-core: Hibernate: Information disclosure and data deletion via second-order SQL injection,"A flaw was found in Hibernate. A remote attacker with low privileges could exploit a second-order SQL injection vulnerability by providing specially crafted, unsanitized non-alphanumeric characters in the ID column when the InlineIdsOrClauseBuilder is used. This could lead to sensitive information disclosure, such as reading system files, and allow for data manipulation or deletion within the application's database, resulting in an application level denial of service.",HIGH,org.hibernate:hibernate-core,8.3,No fix available,Java,"https://access.redhat.com/errata/RHSA-2026:4915, https://access.redhat.com/errata/RHSA-2026:4916",2026-01-23T07:15:53.66Z,['Trivy'],Trivy,1,0.8,"['Java', 'pom.xml']",0,Unknown,,0.00796,0.53991,0,7,prod,platform,0,['internal-service'],0,0,1,0,0,timesheet-devops-app,1,0,99,[],38.5
CVE-2026-22737,Directory Traversal,"## Overview
[org.springframework:spring-webmvc](https://mvnrepository.com/artifact/org.springframework/spring-webmvc) is a package that provides Model-View-Controller (MVC) architecture and ready components that can be used to develop flexible and loosely coupled web applications.

Affected versions of this package are vulnerable to Directory Traversal via the Script View Templates. An attacker can access sensitive file contents outside of the intended directories by leveraging the Java scripting engine in template rendering.

**Note:**

This is only exploitable if the application has a mapping for `""/**""` that results in view rendering, and where the view name is not explicitly specified.

## Details

A Directory Traversal attack (also known as path traversal) aims to access files and directories that are stored outside the intended folder. By manipulating files with ""dot-dot-slash (../)"" sequences and its variations, or by using absolute file paths, it may be possible to access arbitrary files and directories stored on file system, including application source code, configuration, and other critical system files.

Directory Traversal vulnerabilities can be generally divided into two types:

- **Information Disclosure**: Allows the attacker to gain information about the folder structure or read the contents of sensitive files on the system.

`st` is a module for serving static files on web pages, and contains a [vulnerability of this type](https://snyk.io/vuln/npm:st:20140206). In our example, we will serve files from the `public` route.

If an attacker requests the following URL from our server, it will in turn leak the sensitive private key of the root user.

```
curl http://localhost:8080/public/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/root/.ssh/id_rsa
```
**Note** `%2e` is the URL encoded version of `.` (dot).

- **Writing arbitrary files**: Allows the attacker to create or replace existing files. This type of vulnerability is also known as `Zip-Slip`. 

One way to achieve this is by using a malicious `zip` archive that holds path traversal filenames. When each filename in the zip archive gets concatenated to the target extraction folder, without validation, the final path ends up outside of the target folder. If an executable or a configuration file is overwritten with a file containing malicious code, the problem can turn into an arbitrary code execution issue quite easily.

The following is an example of a `zip` archive with one benign file and one malicious file. Extracting the malicious file will result in traversing out of the target folder, ending up in `/root/.ssh/` overwriting the `authorized_keys` file:

```
2018-04-15 22:04:29 .....           19           19  good.txt
2018-04-15 22:04:42 .....           20           20  ../../../../../../root/.ssh/authorized_keys
```

## Remediation
Upgrade `org.springframework:spring-webmvc` to version 6.2.17, 7.0.6 or higher.
## References
- [GitHub Commit](https://github.com/spring-projects/spring-framework/commit/317a1f9909a2394a5a1b03e5e17deb25066fbaf6)
- [Spring Advisory](https://spring.io/security/cve-2026-22737)
",HIGH,org.springframework:spring-webmvc,8.2,6.2.17,tn.esprit.spring.services:timesheet-devops@1.0,,,['Snyk'],Snyk,1,0.8,['tn.esprit.spring.services:timesheet-devops@1.0'],0,Unknown,,0.00385,0.31566,0,7,prod,platform,0,['internal-service'],0,0,1,0,0,timesheet-devops-app,1,0,99,[],38.4
CVE-2026-22740,Incomplete Cleanup,"## Overview
[org.springframework:spring-web](https://github.com/spring-projects/spring-framework) is a package that provides a comprehensive programming and configuration model for modern Java-based enterprise applications - on any kind of deployment platform.

Affected versions of this package are vulnerable to Incomplete Cleanup via multipart request handling in WebFlux. An attacker can exhaust disk space by sending multipart requests with large parts that trigger creation of temporary files, which under certain conditions are not deleted after the request completes, leading to accumulation of temp files and denial of service.
## Remediation
Upgrade `org.springframework:spring-web` to version 6.2.18, 7.0.7 or higher.
## References
- [GitHub Commit](https://github.com/spring-projects/spring-framework/commit/b338fdd99dd87974870f90ababb39fcb8727e1b4)
- [spring Security Advisory](https://spring.io/security/cve-2026-22740)
",HIGH,org.springframework:spring-web,7.1,6.2.18,tn.esprit.spring.services:timesheet-devops@1.0,,,['Snyk'],Snyk,1,0.8,['tn.esprit.spring.services:timesheet-devops@1.0'],0,Unknown,,0.00344,0.27193,0,7,prod,platform,0,['internal-service'],0,0,1,0,0,timesheet-devops-app,1,0,99,[],38.4
CVE-2026-24880,HTTP Request Smuggling,"## Overview
[org.apache.tomcat.embed:tomcat-embed-core](https://mvnrepository.com/artifact/org.apache.tomcat.embed/tomcat-embed-core) is a Core Tomcat implementation.

Affected versions of this package are vulnerable to HTTP Request Smuggling in `ChunkedInputFilter`, when handling HTTP/1.1 requests with invalid chunk extensions. An attacker can interfere with the interpretation of HTTP requests and responses by injecting CRLF sequences and sending the payload to an application using a reverse proxy that allows those sequences.
## Remediation
Upgrade `org.apache.tomcat.embed:tomcat-embed-core` to version 9.0.116, 10.1.53, 11.0.20 or higher.
## References
- [Apache Mailing List](https://lists.apache.org/thread/2c682qnlg2tv4o5knlggqbl9yc2gb5sn)
- [GitHub Commit](https://github.com/apache/tomcat/commit/2cb06c34f661ca42f7570bbcc21e99806184bcc5)
- [GitHub Commit](https://github.com/apache/tomcat/commit/fde1a8235fb73125217bd41e162aa0a113f33552)
- [OSS Security Advisory](http://www.openwall.com/lists/oss-security/2026/04/09/20)
",HIGH,org.apache.tomcat.embed:tomcat-embed-core,8.2,9.0.116,tn.esprit.spring.services:timesheet-devops@1.0,,,['Snyk'],Snyk,1,0.8,['tn.esprit.spring.services:timesheet-devops@1.0'],0,Unknown,,0.0052,0.42183,0,7,prod,platform,0,['internal-service'],0,0,1,0,0,timesheet-devops-app,1,0,99,[],38.5
CVE-2025-41242,Relative Path Traversal,"## Overview
[org.springframework:spring-beans](https://www.baeldung.com/spring-bean) is a package that is the basis for Spring Framework's IoC container. The BeanFactory interface provides an advanced configuration mechanism capable of managing any type of object.

Affected versions of this package are vulnerable to Relative Path Traversal when deployed on non-compliant Servlet containers. An unauthenticated attacker could gain access to files and directories outside the intended web root.

**Notes:**

1) This is only exploitable if the application is deployed as a WAR or with an embedded Servlet container, the Servlet container does not reject suspicious sequences and the application serves static resources with Spring resource handling.

2) Applications deployed on Apache Tomcat or Eclipse Jetty are not vulnerable, as long as default security features are not disabled in the configuration.

3) This vulnerability was also fixed in the commercial versions 6.1.22 and 5.3.44.
## Remediation
Upgrade `org.springframework:spring-beans` to version 6.2.10 or higher.
## References
- [GitHub Commit](https://github.com/spring-projects/spring-framework/commit/3781ba223ed76823b99e9c699e0957b391e22bf9)
- [GitHub Release](https://github.com/spring-projects/spring-framework/releases/tag/v6.2.10)
- [Spring Release](https://spring.io/blog/2025/08/14/spring-framework-6-2-10-release-fixes-cve-2025-41242)
- [Vendor Advisory](https://spring.io/security/cve-2025-41242)
",HIGH,org.springframework:spring-beans,8.2,6.2.10,tn.esprit.spring.services:timesheet-devops@1.0,,,['Snyk'],Snyk,1,0.8,['tn.esprit.spring.services:timesheet-devops@1.0'],0,Unknown,,0.02054,0.79952,0,7,prod,platform,0,['internal-service'],0,0,1,0,0,timesheet-devops-app,1,0,99,[],38.8
CVE-2025-41249,Incorrect Authorization,"## Overview
[org.springframework:spring-core](http://search.maven.org/#search%7Cga%7C1%7Ca%3A%22spring-core%22) is a core package within the spring-framework that contains multiple classes and utilities.

Affected versions of this package are vulnerable to Incorrect Authorization via the `AnnotationsScanner` and `AnnotatedMethod` class. An attacker can gain unauthorized access to sensitive information by exploiting improper resolution of annotations on methods within type hierarchies that use parameterized supertypes with unbounded generics.

**Note:**
This is only exploitable if security annotations are used on methods in generic superclasses or generic interfaces and the `@EnableMethodSecurity` feature is enabled.
## Remediation
Upgrade `org.springframework:spring-core` to version 6.2.11 or higher.
## References
- [GitHub Commit](https://github.com/spring-projects/spring-framework/commit/6d710d482a6785b069e35022e81758953afc21ff)
- [GitHub Issue](https://github.com/spring-projects/spring-framework/issues/35342)
- [GitHub Release](https://github.com/spring-projects/spring-framework/releases/tag/v6.2.11)
- [Vendor Advisory](https://spring.io/security/cve-2025-41249)
",HIGH,org.springframework:spring-core,8.7,6.2.11,tn.esprit.spring.services:timesheet-devops@1.0,,,"['Snyk', 'Trivy']",Snyk,2,1.0,"['tn.esprit.spring.services:timesheet-devops@1.0', 'Java', 'pom.xml']",0,Unknown,,0.00461,0.3832,0,7,prod,platform,0,['internal-service'],0,0,1,0,0,timesheet-devops-app,1,0,99,[],38.4
CVE-2025-48988,Allocation of Resources Without Limits or Throttling,"## Overview
[org.apache.tomcat.embed:tomcat-embed-core](https://mvnrepository.com/artifact/org.apache.tomcat.embed/tomcat-embed-core) is a Core Tomcat implementation.

Affected versions of this package are vulnerable to Allocation of Resources Without Limits or Throttling due to the uniform handling of request parameters and parts in multipart requests. An attacker can craft a malicious request with a large number of parts, which can lead to a Denial of Service.
## Remediation
Upgrade `org.apache.tomcat.embed:tomcat-embed-core` to version 9.0.106, 10.1.42, 11.0.8 or higher.
## References
- [Apache Tomcat Advisory](https://tomcat.apache.org/security-10.html)
- [Apache Tomcat Advisory](https://tomcat.apache.org/security-11.html)
- [Apache Tomcat Advisory](https://tomcat.apache.org/security-9.html)
- [Apache Tomcat Thread](https://lists.apache.org/thread/nzkqsok8t42qofgqfmck536mtyzygp18)
- [GitHub Commit](https://github.com/apache/tomcat/commit/2b0ab14fb55d4edc896e5f1817f2ab76f714ae5e)
- [GitHub Commit](https://github.com/apache/tomcat/commit/cdde8e655bc1c5c60a07efd216251d77c52fd7f6)
- [GitHub Commit](https://github.com/apache/tomcat/commit/ee8042ffce4cb9324dfd79efda5984f37bbb6910)
",HIGH,org.apache.tomcat.embed:tomcat-embed-core,8.7,9.0.106,tn.esprit.spring.services:timesheet-devops@1.0,,,"['Snyk', 'Trivy']",Snyk,2,1.0,"['tn.esprit.spring.services:timesheet-devops@1.0', 'Java', 'pom.xml']",0,Unknown,,0.5696,0.98998,0,7,prod,platform,0,['internal-service'],0,0,1,0,0,timesheet-devops-app,1,0,99,[],49.7
CVE-2025-48989,Improper Resource Shutdown or Release,"## Overview
[org.apache.tomcat.embed:tomcat-embed-core](https://mvnrepository.com/artifact/org.apache.tomcat.embed/tomcat-embed-core) is a Core Tomcat implementation.

Affected versions of this package are vulnerable to Improper Resource Shutdown or Release via the HTTP/2 Handler. An attacker can cause a denial of service by sending specially crafted requests that exploit improper handling of resource shutdown.
## Remediation
Upgrade `org.apache.tomcat.embed:tomcat-embed-core` to version 9.0.108, 10.1.44, 11.0.10 or higher.
## References
- [Apache Thread](https://lists.apache.org/thread/9ydfg0xr0tchmglcprhxgwhj0hfwxlyf)
- [Apache Tomcat Advisory](https://tomcat.apache.org/security-10.html)
- [Apache Tomcat Advisory](https://tomcat.apache.org/security-11.html)
- [Apache Tomcat Advisory](https://tomcat.apache.org/security-9.html)
- [GitHub Commit](https://github.com/apache/tomcat/commit/73c04a10395774bda71a0b37802cf983662ce255)
- [GitHub Commit](https://github.com/apache/tomcat/commit/f362c8eb3b8ec5b7f312f7f5610731c0fb299a06)
- [GitHub Commit](https://github.com/apache/tomcat/commit/f36b8a4eea4ce8a0bc035079e1d259d29f5eb7bf)
",HIGH,org.apache.tomcat.embed:tomcat-embed-core,8.7,9.0.108,tn.esprit.spring.services:timesheet-devops@1.0,,,"['Snyk', 'Trivy']",Snyk,2,1.0,"['tn.esprit.spring.services:timesheet-devops@1.0', 'Java', 'pom.xml']",0,Unknown,,0.03514,0.88402,0,7,prod,platform,0,['internal-service'],0,0,1,0,0,timesheet-devops-app,1,0,99,[],39.1
CVE-2024-34750,Insufficient Session Expiration,"## Overview
[org.apache.tomcat.embed:tomcat-embed-core](https://mvnrepository.com/artifact/org.apache.tomcat.embed/tomcat-embed-core) is a Core Tomcat implementation.

Affected versions of this package are vulnerable to Insufficient Session Expiration due to an infinite timeout being assigned to an open connection improperly, in `http2/Stream.java`. An attacker can force this situation by sending an HTTP/2 stream with excessive headers, causing an out-of-memory error or exhausting `maxConnections`.
## Remediation
Upgrade `org.apache.tomcat.embed:tomcat-embed-core` to version 9.0.90, 10.1.25, 11.0.0-M21 or higher.
## References
- [Apache Mailing List](https://lists.apache.org/thread/4kqf0bc9gxymjc2x7v3p7dvplnl77y8l)
- [Apache Tomcat Advisory](https://tomcat.apache.org/security-10.html)
- [Apache Tomcat Advisory](https://tomcat.apache.org/security-11.html)
- [Apache Tomcat Advisory](https://tomcat.apache.org/security-9.html)
- [GitHub Commit](https://github.com/apache/tomcat/commit/2344a4c0d03e307ba6b8ab6dc8b894cc8bac63f2)
- [GitHub Commit](https://github.com/apache/tomcat/commit/2afae300c9ac9c0e516e2e9de580847d925365c3)
- [GitHub Commit](https://github.com/apache/tomcat/commit/9fec9a82887853402833a80b584e3762c7423f5f)
",HIGH,org.apache.tomcat.embed:tomcat-embed-core,8.7,9.0.90,tn.esprit.spring.services:timesheet-devops@1.0,,,"['Snyk', 'Trivy']",Snyk,2,1.0,"['tn.esprit.spring.services:timesheet-devops@1.0', 'Java', 'pom.xml']",0,Unknown,,0.04602,0.91021,0,7,prod,platform,0,['internal-service'],0,0,1,0,0,timesheet-devops-app,1,0,99,[],39.3
CVE-2024-38286,Allocation of Resources Without Limits or Throttling,"## Overview
[org.apache.tomcat.embed:tomcat-embed-core](https://mvnrepository.com/artifact/org.apache.tomcat.embed/tomcat-embed-core) is a Core Tomcat implementation.

Affected versions of this package are vulnerable to Allocation of Resources Without Limits or Throttling via the `unwrap()` function in `SecureNio2Channel` class, during a TLS handshake. Under certain configurations using TLS 1.3, an attacker can trigger an `OutOfMemoryError`.
## Remediation
Upgrade `org.apache.tomcat.embed:tomcat-embed-core` to version 9.0.90, 10.1.25, 11.0.0-M21 or higher.
## References
- [Apache Tomcat 10 Advisory](https://tomcat.apache.org/security-10.html#Fixed_in_Apache_Tomcat_10.1.25)
- [Apache Tomcat 11 Advisory](https://tomcat.apache.org/security-11.html#Fixed_in_Apache_Tomcat_11.0.0-M21)
- [Apache Tomcat 9 Advisory](https://tomcat.apache.org/security-9.html#Fixed_in_Apache_Tomcat_9.0.90)
- [GitHub Commit](https://github.com/apache/tomcat/commit/3197862639732e16ec1164557bcd289ebc116c93)
- [GitHub Commit](https://github.com/apache/tomcat/commit/3344c17cef094da4bb616f4186ed32039627b543)
- [GitHub Commit](https://github.com/apache/tomcat/commit/76c5cce6f0bcef14b0c21c38910371ca7d322d13)
",HIGH,org.apache.tomcat.embed:tomcat-embed-core,8.7,9.0.90,tn.esprit.spring.services:timesheet-devops@1.0,,,['Snyk'],Snyk,1,0.8,['tn.esprit.spring.services:timesheet-devops@1.0'],0,Unknown,,0.0169,0.75481,0,7,prod,platform,0,['internal-service'],0,0,1,0,0,timesheet-devops-app,1,0,99,[],38.7
